152871,0,0.108106
152873,0,0.135439
152875,0,0.088515
152878,0,0.031688
152882,0,0.009176
152884,0,0.103989
152885,0,0.008550
152886,0,0.031362
152887,0,0.014543
152890,0,0.067392
152893,0,0.147054
152897,0,0.245043
152898,0,0.014903
152901,0,0.099984
152903,0,0.023983
152907,0,0.005844
152910,0,0.172044
152912,0,0.041080
152913,0,0.006198
152914,0,0.243716
152916,0,0.122714
152918,0,0.089070
152922,0,0.125630
152925,0,0.007023
152927,0,0.021702
152931,0,0.118909
152932,0,0.307088
152934,0,0.237085
152935,0,0.009725
152937,0,0.160124
152938,1,0.609688
152941,0,0.058399
152947,0,0.045552
152949,0,0.020320
152955,0,0.012956
152956,1,0.490783
152957,0,0.001900
152961,0,0.146403
152963,0,0.052390
152968,0,0.122223
152971,0,0.076266
152972,0,0.146257
152973,1,0.346908
152982,1,0.495101
152984,0,0.065551
152989,0,0.003252
152999,0,0.184979
153000,1,0.408141
153002,0,0.035779
153004,0,0.002836
153007,0,0.005196
153008,0,0.116634
153011,0,0.266085
153012,0,0.181855
153013,0,0.298981
153015,0,0.183440
153019,0,0.045750
153020,0,0.010503
153027,0,0.209654
153028,0,0.019122
153029,0,0.217200
153030,1,0.455358
153031,0,0.201362
153033,0,0.081377
153034,1,0.371917
153035,0,0.010014
153036,0,0.026304
153040,0,0.154230
153044,0,0.129665
153051,0,0.168847
153052,1,0.535849
153056,0,0.009401
153058,0,0.033609
153060,1,0.381858
153061,1,0.384024
153062,0,0.007370
153063,0,0.068194
153064,0,0.023473
153066,0,0.181112
153069,0,0.016581
153070,1,0.471303
153072,0,0.121520
153081,0,0.017112
153082,0,0.056599
153085,0,0.217021
153086,0,0.035186
153089,0,0.015744
153090,0,0.139597
153091,0,0.143807
153093,0,0.128535
153096,0,0.002746
153097,0,0.109512
153098,0,0.016904
153100,0,0.087111
153103,0,0.006664
153105,0,0.107810
153107,1,0.503899
153109,0,0.141547
153112,1,0.628283
153119,0,0.154462
153121,0,0.032404
153125,0,0.064104
153126,0,0.022015
153127,0,0.001000
153128,0,0.055025
153134,0,0.003381
153139,1,0.332074
153140,0,0.136004
153142,0,0.118349
153144,0,0.010745
153151,0,0.061428
153153,0,0.170872
153154,0,0.130664
153158,0,0.010722
153159,1,0.474167
153161,0,0.124149
153162,0,0.078430
153165,0,0.010734
153169,0,0.016735
153170,0,0.147130
153172,0,0.014533
153175,0,0.006832
153179,0,0.022232
153182,0,0.008050
153183,0,0.061396
153187,0,0.130908
153189,0,0.082789
153192,0,0.050564
153197,0,0.289790
153198,1,0.461108
153200,0,0.018107
153203,0,0.231092
153207,0,0.004825
153215,0,0.042845
153217,0,0.040826
153221,0,0.095346
153222,1,0.387882
153223,1,0.319229
153224,0,0.001000
153225,0,0.097336
153226,0,0.008274
153229,1,0.380863
153230,0,0.009504
153231,0,0.115749
153232,1,0.505949
153235,0,0.086780
153236,0,0.046529
153237,0,0.001441
153239,1,0.553054
153242,0,0.002940
153243,0,0.009572
153245,0,0.001000
153249,0,0.002383
153250,0,0.001485
153251,0,0.012853
153252,0,0.091487
153255,0,0.004622
153257,1,0.807960
153260,1,0.379613
153261,0,0.032193
153264,0,0.252949
153265,0,0.006212
153266,0,0.118978
153268,0,0.235319
153270,0,0.254061
153271,0,0.110706
153274,0,0.001710
153276,0,0.192201
153283,0,0.067541
153285,0,0.169346
153287,1,0.869019
153289,0,0.050600
153290,1,0.566198
153293,0,0.001096
153294,0,0.027077
153295,0,0.003072
153296,0,0.017528
153297,0,0.265225
153305,0,0.022130
153307,0,0.006271
153309,0,0.085725
153312,1,0.715497
153315,0,0.050572
153316,1,0.877567
153318,0,0.251099
153322,0,0.141392
153323,0,0.039642
153324,0,0.025574
153326,0,0.001000
153333,0,0.185925
153335,0,0.058011
153336,0,0.058946
153339,1,0.396347
153342,0,0.025909
153343,0,0.042691
153348,1,0.510485
153349,0,0.091940
153355,0,0.040174
153357,0,0.033208
153359,0,0.018468
153361,0,0.012512
153362,0,0.015938
153364,0,0.026021
153368,0,0.037437
153371,0,0.215440
153374,1,0.505269
153376,1,0.515573
153377,0,0.011455
153378,0,0.049558
153379,0,0.177317
153381,0,0.002787
153384,0,0.010293
153385,0,0.002365
153386,1,0.930630
153388,0,0.046572
153396,0,0.053266
153399,0,0.028223
153406,0,0.011069
153414,0,0.098166
153418,0,0.015359
153419,0,0.001996
153420,0,0.024568
153428,0,0.004684
153430,0,0.073457
153433,0,0.025084
153434,0,0.033117
153435,0,0.077602
153438,0,0.030983
153442,0,0.003760
153443,0,0.059003
153444,0,0.242172
153445,0,0.006216
153446,0,0.023566
153447,1,0.614402
153449,0,0.002200
153458,1,0.467058
153459,0,0.035952
153460,0,0.099649
153463,0,0.002283
153465,0,0.016061
153469,0,0.082523
153471,0,0.041752
153477,1,0.614605
153478,0,0.032492
153481,0,0.272151
153485,0,0.005377
153486,0,0.174811
153489,0,0.159741
153490,0,0.006382
153491,0,0.193340
153493,0,0.022305
153494,0,0.021984
153495,1,0.356407
153496,1,0.437626
153497,0,0.044962
153498,0,0.006502
153501,0,0.009742
153502,0,0.057236
153504,0,0.153306
153507,0,0.123101
153508,0,0.011755
153509,0,0.006859
153513,0,0.006251
153514,0,0.086743
153515,0,0.036811
153516,0,0.022971
153522,0,0.042735
153523,1,0.374988
153524,0,0.003998
153526,0,0.044622
153529,0,0.311429
153530,0,0.127691
153537,1,0.431783
153538,0,0.173699
153542,0,0.062051
153543,0,0.050106
153545,0,0.018072
153548,0,0.241946
153549,1,0.360344
153551,0,0.001434
153553,0,0.002561
153554,0,0.001791
153555,1,0.405221
153556,0,0.017695
153558,0,0.040523
153561,0,0.029774
153562,0,0.044338
153563,0,0.194008
153565,0,0.028587
153567,0,0.003802
153569,1,0.839947
153571,0,0.165292
153572,0,0.096536
153573,0,0.092194
153574,0,0.248830
153575,0,0.013297
153576,0,0.301112
153580,0,0.001000
153581,0,0.019062
153584,0,0.123777
153585,0,0.025753
153586,0,0.281080
153587,1,0.536895
153591,0,0.030966
153594,0,0.035954
153599,0,0.161978
153600,0,0.015351
153603,0,0.001000
153605,0,0.030136
153606,0,0.052246
153607,0,0.031098
153608,0,0.251261
153614,0,0.096396
153615,0,0.068026
153616,0,0.067338
153619,0,0.114827
153625,0,0.091745
153626,1,0.368321
153628,0,0.072533
153631,0,0.072178
153636,0,0.034287
153641,0,0.010801
153643,0,0.163483
153645,0,0.052498
153646,0,0.007078
153651,1,0.717031
153652,0,0.192474
153661,0,0.045328
153666,0,0.009011
153667,0,0.190392
153668,0,0.192327
153671,0,0.031554
153672,0,0.001190
153678,0,0.116614
153679,0,0.038104
153680,0,0.182881
153681,1,0.529330
153682,1,0.432991
153683,0,0.182782
153684,0,0.021209
153685,0,0.146753
153689,0,0.032361
153690,0,0.003683
153693,1,0.430218
153694,0,0.189633
153697,0,0.088138
153698,0,0.065958
153699,0,0.001000
153701,0,0.045761
153703,0,0.004968
153705,0,0.054982
153707,0,0.031145
153709,0,0.083555
153710,0,0.146539
153712,0,0.005144
153724,0,0.002347
153728,0,0.004074
153740,0,0.105156
153741,0,0.227155
153742,0,0.039338
153743,1,0.342536
153744,0,0.244982
153749,0,0.002163
153751,0,0.225494
153752,0,0.176450
153755,1,0.328889
