152871,0,0.143772
152873,0,0.146370
152875,0,0.094637
152878,0,0.042247
152882,0,0.008061
152884,0,0.044769
152885,0,0.006918
152886,0,0.017498
152887,0,0.010919
152890,0,0.029193
152893,0,0.055971
152897,0,0.190281
152898,0,0.013137
152901,0,0.066391
152903,0,0.025556
152907,0,0.009524
152910,0,0.222676
152912,0,0.029824
152913,0,0.011231
152914,1,0.386499
152916,0,0.109154
152918,0,0.042971
152922,0,0.084315
152925,0,0.014363
152927,0,0.032054
152931,0,0.105024
152932,0,0.112290
152934,0,0.303588
152935,0,0.015437
152937,0,0.069680
152938,1,0.529950
152941,0,0.038491
152947,0,0.024035
152949,0,0.020741
152955,0,0.011386
152956,1,0.618943
152957,0,0.009415
152961,0,0.070433
152963,0,0.025088
152968,0,0.067728
152971,0,0.039164
152972,0,0.128149
152973,1,0.438516
152982,1,0.447578
152984,0,0.033641
152989,0,0.004926
152999,0,0.159769
153000,1,0.464010
153002,0,0.013615
153004,0,0.014219
153007,0,0.011379
153008,0,0.055398
153011,1,0.392384
153012,0,0.074876
153013,0,0.221389
153015,0,0.216541
153019,0,0.022829
153020,0,0.010530
153027,0,0.237256
153028,0,0.090128
153029,0,0.141835
153030,1,0.645745
153031,0,0.178345
153033,0,0.099219
153034,1,0.465652
153035,0,0.012685
153036,0,0.054357
153040,0,0.309683
153044,0,0.071473
153051,0,0.062839
153052,1,0.547138
153056,0,0.009137
153058,0,0.021462
153060,1,0.496233
153061,0,0.268227
153062,0,0.008313
153063,0,0.201487
153064,0,0.032902
153066,0,0.139325
153069,0,0.011847
153070,1,0.453290
153072,0,0.168724
153081,0,0.018407
153082,0,0.018137
153085,0,0.271219
153086,0,0.033369
153089,0,0.020251
153090,0,0.103782
153091,0,0.145678
153093,0,0.162210
153096,0,0.017478
153097,0,0.106239
153098,0,0.082155
153100,0,0.050161
153103,0,0.003800
153105,0,0.044150
153107,1,0.827428
153109,0,0.074984
153112,1,0.399410
153119,0,0.265313
153121,0,0.038051
153125,0,0.024471
153126,0,0.009027
153127,0,0.007107
153128,0,0.161805
153134,0,0.009433
153139,0,0.207645
153140,0,0.055632
153142,0,0.204826
153144,0,0.021334
153151,0,0.047886
153153,0,0.173903
153154,0,0.304323
153158,0,0.004477
153159,1,0.577360
153161,0,0.207934
153162,0,0.094966
153165,0,0.006639
153169,0,0.013385
153170,0,0.112933
153172,0,0.025561
153175,0,0.029248
153179,0,0.043465
153182,0,0.025959
153183,0,0.015004
153187,0,0.054696
153189,0,0.075561
153192,0,0.036633
153197,1,0.397370
153198,1,0.457219
153200,0,0.006011
153203,0,0.260017
153207,0,0.007429
153215,0,0.061105
153217,0,0.050948
153221,0,0.080269
153222,1,0.400642
153223,0,0.260477
153224,0,0.002565
153225,0,0.036473
153226,0,0.006544
153229,0,0.201777
153230,0,0.009616
153231,0,0.140062
153232,1,0.407532
153235,0,0.078289
153236,0,0.032113
153237,0,0.012595
153239,0,0.283805
153242,0,0.007569
153243,0,0.044883
153245,0,0.004941
153249,0,0.010511
153250,0,0.004282
153251,0,0.016624
153252,0,0.017488
153255,0,0.019060
153257,1,0.718146
153260,0,0.311764
153261,0,0.050821
153264,1,0.365531
153265,0,0.016768
153266,0,0.227130
153268,0,0.186623
153270,1,0.417007
153271,0,0.121573
153274,0,0.004617
153276,0,0.274740
153283,0,0.086079
153285,0,0.025392
153287,1,0.693393
153289,0,0.063588
153290,0,0.166357
153293,0,0.005948
153294,0,0.017402
153295,0,0.004435
153296,0,0.025157
153297,1,0.400213
153305,0,0.032614
153307,0,0.005043
153309,0,0.263450
153312,1,0.521785
153315,0,0.015985
153316,0,0.290278
153318,1,0.564056
153322,0,0.139920
153323,0,0.039560
153324,0,0.046641
153326,0,0.005964
153333,0,0.048052
153335,0,0.037394
153336,0,0.046050
153339,1,0.349809
153342,0,0.066233
153343,0,0.045150
153348,1,0.494549
153349,0,0.274295
153355,0,0.041885
153357,0,0.023782
153359,0,0.037406
153361,0,0.023243
153362,0,0.024440
153364,0,0.027856
153368,0,0.055036
153371,0,0.239589
153374,1,0.581969
153376,1,0.566013
153377,0,0.016828
153378,0,0.021506
153379,0,0.165536
153381,0,0.015707
153384,0,0.061069
153385,0,0.005541
153386,1,0.877223
153388,0,0.058531
153396,0,0.096710
153399,0,0.017020
153406,0,0.029321
153414,0,0.106177
153418,0,0.020848
153419,0,0.005954
153420,0,0.017957
153428,0,0.008837
153430,0,0.040240
153433,0,0.058434
153434,0,0.030354
153435,0,0.028872
153438,0,0.016705
153442,0,0.017214
153443,0,0.031229
153444,0,0.169627
153445,0,0.019347
153446,0,0.019711
153447,1,0.406609
153449,0,0.006192
153458,1,0.725189
153459,0,0.058557
153460,0,0.138407
153463,0,0.003565
153465,0,0.042488
153469,0,0.027333
153471,0,0.046679
153477,1,0.325839
153478,0,0.007626
153481,1,0.367451
153485,0,0.012458
153486,0,0.094384
153489,0,0.163821
153490,0,0.024198
153491,0,0.208936
153493,0,0.013188
153494,0,0.024973
153495,1,0.387334
153496,1,0.608357
153497,0,0.006977
153498,0,0.010389
153501,0,0.022986
153502,0,0.074792
153504,0,0.113846
153507,0,0.081830
153508,0,0.007316
153509,0,0.006167
153513,0,0.005212
153514,0,0.095718
153515,0,0.041212
153516,0,0.014209
153522,0,0.012919
153523,1,0.425734
153524,0,0.018232
153526,0,0.159061
153529,0,0.176845
153530,0,0.041283
153537,1,0.421106
153538,0,0.130568
153542,0,0.079389
153543,0,0.063864
153545,0,0.060140
153548,0,0.235357
153549,1,0.509867
153551,0,0.007053
153553,0,0.009662
153554,0,0.006447
153555,1,0.557466
153556,0,0.011654
153558,0,0.024068
153561,0,0.011191
153562,0,0.052548
153563,0,0.060189
153565,0,0.012471
153567,0,0.015236
153569,1,0.739283
153571,0,0.049005
153572,0,0.047795
153573,0,0.127886
153574,1,0.553424
153575,0,0.058110
153576,0,0.188867
153580,0,0.009234
153581,0,0.033490
153584,0,0.124880
153585,0,0.012098
153586,0,0.261657
153587,0,0.241405
153591,0,0.058255
153594,0,0.021159
153599,0,0.303909
153600,0,0.034119
153603,0,0.005249
153605,0,0.053299
153606,0,0.015339
153607,0,0.046962
153608,0,0.299415
153614,0,0.129504
153615,0,0.055305
153616,0,0.088094
153619,0,0.133910
153625,0,0.113786
153626,0,0.312359
153628,0,0.036964
153631,0,0.083048
153636,0,0.017718
153641,0,0.013430
153643,0,0.054361
153645,0,0.034529
153646,0,0.018393
153651,1,0.696441
153652,0,0.048308
153661,0,0.032853
153666,0,0.028115
153667,0,0.057882
153668,1,0.412959
153671,0,0.016561
153672,0,0.015849
153678,0,0.065681
153679,0,0.049799
153680,0,0.206573
153681,1,0.445948
153682,0,0.162110
153683,0,0.185576
153684,0,0.031023
153685,0,0.105490
153689,0,0.018487
153690,0,0.004162
153693,1,0.388155
153694,0,0.130600
153697,0,0.021751
153698,0,0.115775
153699,0,0.015275
153701,0,0.087102
153703,0,0.006097
153705,0,0.032490
153707,0,0.018190
153709,0,0.177303
153710,0,0.247629
153712,0,0.007046
153724,0,0.032428
153728,0,0.007311
153740,0,0.058089
153741,0,0.139665
153742,0,0.025130
153743,0,0.311024
153744,0,0.125784
153749,0,0.017577
153751,0,0.108421
